CROFT M|01:750:204:00|3.68|4.21|3.94|4.37|4.24|3.65|3.58|3.11|3.54|3.53|4.76|4.12|4.11|4.43|4.18|3.69
CROFT M|01:750:204:00|3.68|4.21|3.94|4.37|4.24|3.65|3.58|3.11|3.54|3.53|4.76|4.12|4.11|4.43|4.18|3.69
CROFT M|01:750:204:00|3.68|4.21|3.94|4.37|4.24|3.65|3.58|3.11|3.54|3.53|4.76|4.12|4.11|4.43|4.18|3.69
KAPLAN S|01:750:204:04|4.04|3.67|3.38|4.02|4.29|3.53|3.40|3.19|3.53|3.56|3.42
GHADGE M|01:750:205:01|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
MULTANI A|01:750:205:02|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
REVO A|01:750:205:03|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
ALBA G|01:750:205:06|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
KALE A|01:750:205:07|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
PAMARTHI V|01:750:205:09|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
MULTANI A|01:750:205:10|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
GHADGE M|01:750:205:13|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
MULTANI A|01:750:205:14|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
ZUCKERMAN R|01:750:205:15|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
PAMARTHI V|01:750:205:18|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
CHENNURI J|01:750:205:20|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
AUDUNOORI S|01:750:205:21|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
AUDUNOORI S|01:750:205:22|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
AUDUNOORI S|01:750:205:23|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
REVO A|01:750:205:25|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
MULTANI A|01:750:205:27|4.21|4.22|4.03|4.36|4.37|4.02|3.90|3.60|4.05|3.99|4.07|3.96|4.05|3.76|2.61|3.22|3.51
GADLING A|01:750:206:01|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
GADLING A|01:750:206:02|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
DABHOLKAR J|01:750:206:03|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
JAIN S|01:750:206:04|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
RADHAKRISHNAN R|01:750:206:05|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
RAJASEKARAN R|01:750:206:06|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
PAWAR P|01:750:206:08|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
RADHAKRISHNAN R|01:750:206:09|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
RADHAKRISHNAN R|01:750:206:11|4.29|4.28|3.84|4.36|4.06|3.93|3.63|3.22|3.99|3.76|4.34|3.93|3.68|3.65|2.72|3.33|3.35
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
RABE K|01:750:227:00|3.90|3.57|3.40|3.85|3.82|3.28|3.31|3.33|3.15|3.28|4.58|3.94|3.58|3.43|3.80|3.66
GILMAN R|01:750:227:01|4.28|4.20|4.02|4.33|4.30|3.96|3.88|3.54|4.03|3.78|4.57
CHANDRA P|01:750:227:05|4.28|4.20|4.02|4.33|4.30|3.96|3.88|3.54|4.03|3.78|4.57
CHANDRA P|01:750:227:06|4.28|4.20|4.02|4.33|4.30|3.96|3.88|3.54|4.03|3.78|4.57
CHANDRA P|01:750:227:12|4.28|4.20|4.02|4.33|4.30|3.96|3.88|3.54|4.03|3.78|4.57
CHANDRA P|01:750:227:17|4.28|4.20|4.02|4.33|4.30|3.96|3.88|3.54|4.03|3.78|4.57
MULTANI A|01:750:229:01|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
AITHAL S|01:750:229:05|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
REYES LILLO S|01:750:229:09|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
RAMIRES A|01:750:229:13|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
TORRES D|01:750:229:15|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
|01:750:229:16|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
AITHAL S|01:750:229:19|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
RAMIRES A|01:750:229:21|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
PHOPHALIA A|01:750:229:22|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
REYES LILLO S|01:750:229:25|4.09|4.07|3.82|4.22|4.14|3.78|3.57|3.40|3.82|3.54|3.52|3.61|3.87|3.45|2.59|3.43|3.20
GERSHTEIN Y|01:750:271:00|4.19|4.12|4.19|4.33|4.03|3.85|3.90|3.88|3.78|3.90|4.32|4.11|4.11|3.38|4.35|4.01
GERSHTEIN Y|01:750:271:00|4.19|4.12|4.19|4.33|4.03|3.85|3.90|3.88|3.78|3.90|4.32|4.11|4.11|3.38|4.35|4.01
GERSHTEIN Y|01:750:271:00|4.19|4.12|4.19|4.33|4.03|3.85|3.90|3.88|3.78|3.90|4.32|4.11|4.11|3.38|4.35|4.01
GERSHTEIN Y|01:750:271:00|4.19|4.12|4.19|4.33|4.03|3.85|3.90|3.88|3.78|3.90|4.32|4.11|4.11|3.38|4.35|4.01
KALELKAR M|01:750:273:00|4.98|4.82|4.89|4.91|4.95|4.79|4.79|4.45|4.89|4.79|4.89|3.67|4.63|3.96|4.34|3.91
KALELKAR M|01:750:273:00|4.98|4.82|4.89|4.91|4.95|4.79|4.79|4.45|4.89|4.79|4.89|3.67|4.63|3.96|4.34|3.91
KALELKAR M|01:750:273:00|4.98|4.82|4.89|4.91|4.95|4.79|4.79|4.45|4.89|4.79|4.89|3.67|4.63|3.96|4.34|3.91
BLUMBERG GIRSH|01:750:275:01|4.32|4.22|3.93|4.39|4.36|4.32|4.12|3.80|4.11|4.06|3.52|4.02|4.17|3.98|2.68|3.48|3.45
BLUMBERG GIRSH|01:750:275:02|4.32|4.22|3.93|4.39|4.36|4.32|4.12|3.80|4.11|4.06|3.52|4.02|4.17|3.98|2.68|3.48|3.45
ZIMMERMANN F|01:750:305:01|4.33|4.25|3.50|4.17|4.08|3.67|4.27|4.25|3.92|3.92|4.75|3.83|4.17|4.42|4.00
