RIGDON M|01:830:305:02|4.33|4.13|4.23|4.37|4.23|3.99|3.85|3.87|3.91|3.90
MUSOLINO J|01:830:305:03|4.33|4.13|4.23|4.37|4.23|3.99|3.85|3.87|3.91|3.90
MUSOLINO J|01:830:305:04|4.33|4.13|4.23|4.37|4.23|3.99|3.85|3.87|3.91|3.90
MAYHEW E|01:830:310:02|3.93|4.09|4.11|4.25|4.15|3.86|4.04|3.92|3.95|3.84
STOUT D|01:830:311:06|4.45|4.24|3.94|4.24|4.23|3.74|3.82|3.35|3.89|3.81
ACKROFF J|01:830:311:07|4.45|4.24|3.94|4.24|4.23|3.74|3.82|3.35|3.89|3.81
ROVEE-COLLIER|NONE|4.45|4.24|3.94|4.24|4.23|3.74|3.82|3.35|3.89|3.81
Barker D|01:830:312:01|4.81|4.81|4.36|4.77|4.77|4.57|4.38|3.61|4.64|4.43
Medvecki C|01:830:312:02|4.81|4.81|4.36|4.77|4.77|4.57|4.38|3.61|4.64|4.43
OTTO T|01:830:313:02|4.62|4.39|4.37|4.36|4.23|3.99|4.20|3.70|4.07|4.01
VICARIO D|01:830:313:06|4.62|4.39|4.37|4.36|4.23|3.99|4.20|3.70|4.07|4.01
VICARIO D|01:830:313:07|4.62|4.39|4.37|4.36|4.23|3.99|4.20|3.70|4.07|4.01
KILIANSKI S|01:830:321:02|4.71|4.40|4.52|4.40|4.34|4.24|4.31|4.18|4.31|4.28
STOUT D|01:830:321:03|4.71|4.40|4.52|4.40|4.34|4.24|4.31|4.18|4.31|4.28
KILIANSKI S|01:830:321:08|4.71|4.40|4.52|4.40|4.34|4.24|4.31|4.18|4.31|4.28
KILIANSKI S|01:830:323:01|4.90|4.70|4.30|4.30|4.60|4.20|4.10|4.10|4.30|4.30
INGATE M|01:830:331:01|4.59|4.46|4.37|4.59|4.39|4.20|4.25|4.15|4.16|4.10
INGATE M|01:830:331:03|4.59|4.46|4.37|4.59|4.39|4.20|4.25|4.15|4.16|4.10
HSU V|01:830:331:06|4.59|4.46|4.37|4.59|4.39|4.20|4.25|4.15|4.16|4.10
Zendegui E|01:830:332:05|4.53|4.25|4.23|4.40|3.88|4.13|4.00|4.03|4.11|3.98
MAYHEW E|01:830:333:01|4.44|4.23|4.15|4.26|4.18|3.80|3.86|3.93|3.83|3.87
DICKSON L|01:830:333:03|4.44|4.23|4.15|4.26|4.18|3.80|3.86|3.93|3.83|3.87
ATWOOD G|01:830:338:01|4.23|4.28|4.32|4.48|4.30|3.98|3.83|4.12|3.99|3.93
ATWOOD G|01:830:338:02|4.23|4.28|4.32|4.48|4.30|3.98|3.83|4.12|3.99|3.93
AMODEO D|01:830:340:01|3.65|3.91|3.79|4.08|4.10|3.39|3.73|4.16|3.36|3.50
KARLIN R|01:830:340:02|3.65|3.91|3.79|4.08|4.10|3.39|3.73|4.16|3.36|3.50
WOOLFOLK R|01:830:340:05|3.65|3.91|3.79|4.08|4.10|3.39|3.73|4.16|3.36|3.50
POULOSE M|01:830:340:07|3.65|3.91|3.79|4.08|4.10|3.39|3.73|4.16|3.36|3.50
MCKENNA S|01:830:346:01|4.03|4.10|3.84|4.43|4.29|3.59|3.56|4.41|3.57|3.76
STROMSWOLD K|01:830:351:01|4.31|4.25|4.14|4.36|4.22|3.79|3.91|3.67|3.92|3.81
NOLAN B|01:830:361:01|4.87|4.91|4.84|4.95|4.97|4.73|4.89|4.31|4.90|4.86
AIELLO J|01:830:373:01|4.19|4.31|3.98|4.43|4.28|3.84|3.71|3.22|3.95|3.86
AIELLO J|01:830:373:02|4.19|4.31|3.98|4.43|4.28|3.84|3.71|3.22|3.95|3.86
CONTRADA R|01:830:377:01|4.61|4.31|4.10|4.36|4.23|3.88|4.03|3.78|3.96|3.95
WOOLFOLK R|01:830:393:01|4.06|4.41|4.41|4.41|4.41|4.00|4.29|4.88|3.88|3.94
ELIAS M|01:830:394:01|4.58|4.71|4.68|4.71|4.66|4.59|4.45|3.49|4.69|4.58
HUDSON J|01:830:396:02|4.36|4.22|4.26|4.36|4.42|4.22|4.49|4.43|4.14|4.34
HARRISON N|01:830:396:03|4.36|4.22|4.26|4.36|4.42|4.22|4.49|4.43|4.14|4.34
SLOMAN K|01:830:396:04|4.36|4.22|4.26|4.36|4.42|4.22|4.49|4.43|4.14|4.34
ROVEE-COLLIER|NONE|4.43|4.64|4.71|4.93|4.86|4.64|4.79|3.71|4.57|4.57
CHAPMAN G|01:830:409:01|4.94|4.78|4.72|4.89|4.89|4.83|4.83|3.89|4.83|4.71
KUSNECOV A|01:830:410:01|4.63|4.50|4.69|4.63|4.38|4.38|4.56|4.19|4.44|4.56
RUDMAN L|01:830:422:01|5.00|4.92|5.00|5.00|4.92|4.92|4.85|4.38|4.92|4.92
KARLIN|01:830:452:01|2.33|3.67|3.67|4.22|4.20|3.00|3.11|4.44|2.67|2.89
WAGNER G|01:830:463:01|4.91|4.91|4.96|5.00|4.78|4.78|4.95|4.74|4.83|4.82
WILDER D|01:830:470:01|3.93|3.98|4.04|4.18|3.95|3.62|3.64|3.36|3.62|3.47
WILDER D|01:830:471:01|5.00|5.00|5.00|5.00|3.00|5.00|5.00|5.00|5.00|4.00
SINGH M|01:830:480:01|4.60|4.80|4.00|4.60|4.40|3.80|4.00|3.20|4.40|4.00
MCGANN J|NONE|4.83|4.72|4.72|4.94|4.83|4.83|4.83|4.35|4.78|4.78
ELIAS M|01:830:494:01|4.68|4.73|4.54|4.73|4.64|4.54|4.58|4.65|4.62|4.42
Augustiyniak A|01:830:494:02|4.68|4.73|4.54|4.73|4.64|4.54|4.58|4.65|4.62|4.42
Barbarasch B|01:830:494:02|4.68|4.73|4.54|4.73|4.64|4.54|4.58|4.65|4.62|4.42
