PRUSA T|01:220:102:01|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
BLAIR D|01:220:102:02|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
RUBIN J|01:220:102:04|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
GIGLIOTTI G|01:220:102:05|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
LEE JI Yon|01:220:102:07|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
YOO M|01:220:102:08|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
RUBIN J|NONE|4.56|4.35|4.07|4.37|4.23|3.96|4.07|3.49|4.01|3.93
SHEFLIN N|01:220:103:01|4.16|4.10|3.92|3.96|3.90|3.67|3.87|3.42|3.68|3.75
CLARE G|01:220:103:03|4.16|4.10|3.92|3.96|3.90|3.67|3.87|3.42|3.68|3.75
GU X|01:220:103:05|4.16|4.10|3.92|3.96|3.90|3.67|3.87|3.42|3.68|3.75
CLARE G|01:220:300:01|4.02|3.92|3.56|3.88|3.98|3.43|3.66|3.79|3.57|3.52
CHAUDHURI B|01:220:300:02|4.02|3.92|3.56|3.88|3.98|3.43|3.66|3.79|3.57|3.52
CHAUDHURI B|01:220:300:04|4.02|3.92|3.56|3.88|3.98|3.43|3.66|3.79|3.57|3.52
CLARE G|01:220:300:06|4.02|3.92|3.56|3.88|3.98|3.43|3.66|3.79|3.57|3.52
SHEFLIN N|01:220:301:02|4.09|4.12|4.09|4.26|4.16|3.84|3.93|3.99|3.87|3.87
STONE R|01:220:301:04|4.09|4.12|4.09|4.26|4.16|3.84|3.93|3.99|3.87|3.87
PAUL M|01:220:301:07|4.09|4.12|4.09|4.26|4.16|3.84|3.93|3.99|3.87|3.87
SANI M|01:220:301:09|4.09|4.12|4.09|4.26|4.16|3.84|3.93|3.99|3.87|3.87
KILLINGSWORTH M|01:220:304:01|4.60|4.54|4.30|4.58|4.53|4.15|3.93|4.03|4.23|4.10
WARMINGHAM D|01:220:308:01|4.15|3.85|4.06|3.91|4.21|3.70|3.69|3.75|3.82|3.81
WARMINGHAM D|01:220:308:05|4.15|3.85|4.06|3.91|4.21|3.70|3.69|3.75|3.82|3.81
RUSSELL L|01:220:311:01|4.65|4.61|4.13|4.65|4.10|4.26|4.03|4.16|4.26|4.16
DELIA D|01:220:316:01|4.50|4.40|3.87|4.53|4.47|4.13|4.10|3.86|4.00|4.07
CARBONELL O|01:220:320:01|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
CARBONELL O|01:220:320:02|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
PAUL M|01:220:320:05|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
KADAMBE S|01:220:320:07|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
OLCAY N|01:220:320:08|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
ACAN E|01:220:320:11|4.16|3.95|3.74|4.22|4.19|3.70|3.75|3.80|3.81|3.79
FUENTESALBERO C|01:220:321:03|4.21|3.84|3.44|4.01|4.02|3.39|3.54|3.66|3.51|3.55
Lee Jae Won|01:220:321:04|4.21|3.84|3.44|4.01|4.02|3.39|3.54|3.66|3.51|3.55
Lee Jae Won|01:220:321:05|4.21|3.84|3.44|4.01|4.02|3.39|3.54|3.66|3.51|3.55
Gulan A|01:220:321:06|4.21|3.84|3.44|4.01|4.02|3.39|3.54|3.66|3.51|3.55
Gulan A|01:220:321:07|4.21|3.84|3.44|4.01|4.02|3.39|3.54|3.66|3.51|3.55
