Goldstein|01:070:101:01|4.33|4.24|4.11|4.23|4.25|3.99|3.99|3.54|4.04|4.02
Quest|01:070:101:03|4.33|4.24|4.11|4.23|4.25|3.99|3.99|3.54|4.04|4.02
Quest|01:070:101:05|4.33|4.24|4.11|4.23|4.25|3.99|3.99|3.54|4.04|4.02
Quest|01:070:101:07|4.33|4.24|4.11|4.23|4.25|3.99|3.99|3.54|4.04|4.02
Cachel .|01:070:102:01|4.14|3.70|3.47|3.96|4.03|3.37|3.57|3.38|3.34|3.36
Batiste|01:070:102:05|4.14|3.70|3.47|3.96|4.03|3.37|3.57|3.38|3.34|3.36
Batiste|01:070:102:06|4.14|3.70|3.47|3.96|4.03|3.37|3.57|3.38|3.34|3.36
Batiste|01:070:102:07|4.14|3.70|3.47|3.96|4.03|3.37|3.57|3.38|3.34|3.36
Feibel|01:070:105:01|4.38|4.42|4.32|4.41|4.29|3.88|4.09|4.24|4.06|4.02
Mahoney|01:070:108:01|4.49|4.41|4.20|4.38|4.36|4.13|4.12|3.79|4.18|4.17
Scott|01:070:111:01|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56|3.48
Lovin|01:070:111:02|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Aronoff|01:070:111:03|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Yamaura|01:070:111:04|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Aronoff|01:070:111:05|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Aronoff|01:070:111:08|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Lovin|01:070:111:12|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Lovin|01:070:111:16|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Yamaura|01:070:111:17|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Yamaura|01:070:111:19|3.92|3.97|3.82|4.15|3.97|3.65|3.58|3.14|3.68|3.56
Wasielewski|01:070:204:01|4.23|4.05|3.67|4.05|3.88|3.49|3.91|3.23|3.74|3.58
Palombit R|01:070:212:01|4.82|4.76|4.82|4.71|4.06|4.52|4.74|3.82|4.74|4.62
Feibel|01:070:213:01|4.75|4.56|4.48|4.72|4.36|4.23|4.41|3.88|4.48|4.43
Schein|01:070:222:01|3.85|4.00|4.08|4.00|3.92|3.77|3.77|3.92|3.54|3.62
Mahoney|01:070:243:01|4.91|4.95|4.95|4.95|4.95|4.91|4.82|4.27|4.91|4.95
Kornfeld|01:070:250:01|4.33|4.78|4.56|4.78|4.44|4.22|4.67|3.78|4.22|4.11
Haugerud|01:070:303:01|4.65|4.50|4.85|4.65|4.47|4.70|4.90|3.65|4.60|4.65
Jenkins|01:070:305:01|4.73|4.64|4.45|4.82|4.64|4.64|4.55|4.27|4.64|4.55
Magana|01:070:306:01|4.43|4.57|4.57|4.86|5.00|4.64|4.71|4.15|4.43|4.36
Jenkins|01:070:308:01|4.67|4.48|4.29|4.67|4.76|4.24|4.38|4.10|4.38|4.19
Scott R|01:070:316:01|3.30|3.70|3.30|4.40|4.50|3.30|3.70|3.00|3.70|3.60
Goldstein|01:070:319:01|4.64|4.64|4.57|4.71|4.71|4.36|4.50|4.54|4.29|4.64
Wasielewski|01:070:325:01|4.00|3.42|3.58|3.67|3.58|3.08|3.17|3.83|3.33|3.33
Schrire|01:070:330:01|4.25|3.92|4.08|3.58|4.50|4.08|4.50|3.83|4.08|4.17
Jenkins|01:070:338:01|4.00|4.18|3.91|4.55|4.64|3.82|3.73|3.45|3.91|3.91
Morino|01:070:348:01|3.67|3.33|3.33|3.50|2.83|3.17|2.83|4.50|2.83|3.50
Zaretsky|01:070:371:01|4.60|4.90|4.40|4.90|5.00|4.20|4.50|4.60|4.40|4.50
Schulthies|01:070:374:01|4.83|4.17|4.50|4.83|4.67|4.67|4.50|3.83|4.33|4.33
Lewis|01:070:392:01|4.63|4.63|4.50|4.63|4.63|4.38|4.63|3.63|4.38|4.13
Woodhouse-Beyer Katharine|01:070:393:01|4.89|4.89|4.56|4.89|4.78|4.67|4.78|4.11|4.78|4.56
Hughes|01:070:410:01|4.80|5.00|4.80|5.00|4.60|4.60|4.80|4.80|4.80|4.60
